商品名称,商品价格,评论总数,好评率,评论热词,商品id
联想小新Air14 新款7nm锐龙版金属超轻薄笔记本电脑 学生本商务设计游戏轻薄本 R3-4300U 8G 256G 标配 win10,3999.0,2000,0.98,"轻薄精巧,小巧玲珑,方便快捷,时尚大气,十分流畅,运行超快,散热超快,毫不刺眼",70345629189
联想笔记本电脑扬天威6英特尔酷睿十一代i3 14英寸超轻薄商务办公学生女生家用游戏本小新品手提电脑 标配丨i3-1115G4 8G内存 512G固态 锐炬显卡 指纹&...,3599.0,5000,0.96,"沉稳大气,轻薄精巧,反应灵敏,十分流畅,质量上乘,运行超快,十分大气,散热超快",65572886831
【现货速发】华硕笔记本电脑FL8850/M4200/M4050顽石7代轻薄本手提商务办公学生游戏本 15.6银R3-3250U/8G内存/256G固态,3499.0,2000,0.97,"运行超快,十分大气,十分耐看,运行快速",62348649641
拍拍【二手95新】雷神911 15.6英寸游戏本 144Hz电竞屏RTX3060独显吃鸡二手笔记本电脑 i5-4210 8G 500+128G 850独显,2099.0,200,0.96,"包装用心,服务一流",65491921805
中柏（Jumper）14英寸6G+128G轻薄笔记本电脑EZbook S5 6128,1599.0,5000,0.91,"运行稳定,反应灵敏,十分大气,简单方便,方便快捷,轻薄精巧,运行超快,小巧玲珑,超长续航,网速极佳,散热超快",100015691570
荣耀笔记本电脑MagicBook  X 14 15 2021款全面屏超轻薄商务办公学生本华为多屏协同 14丨i3-10110U 8G 256G 银 标配含大礼包,3299.0,1000,0.98,"运行超快,轻薄精巧,反应灵敏,十分大气,简约时尚,倍感舒适,功能强大,散热超快,十分流畅,效果惊艳,灵敏度佳",10030492350176
联想ThinkBook 13s 2021款 酷睿版英特尔Evo平台 13.3英寸轻薄笔记本 i5-1135G7 16G 512G 2.5K高色域 触控屏,5969.0,100000,0.94,"做工一流,运行快速,倍感舒适,质量上乘,精致美观,美观大方,运行超快",100021599812
联想ThinkPad X1 Nano 英特尔Evo平台 十一代酷睿 13英寸超轻薄商务笔记本电脑 1TCD| i7-1160G7 16G 512G  2K屏幕 100%sRGB 指纹 背光,11199.0,500,0.98,"轻薄精巧,运行快速,指纹灵敏,倍感舒适,美观大方,结实耐用,时尚大气,运行超快,散热超快",10025340243898
华为笔记本电脑MateBook 14 20/21新款 14英寸2K屏超薄本商务办公电脑轻薄本超极本 八核R7-4800H/16G/512G/触屏/灰色,7499.0,10000,0.98,"灵敏度佳,运行超快,十分大气,时尚大气,运行快速,功能强大,方便快捷,色彩出众,反应灵敏,流畅度佳",10023402061202
15.6英寸 超轻薄本 笔记本电脑轻薄超级本 学生网上课堂电脑 远程办公电脑 YEPO笔记本电脑四核 12G内存 512G固态硬盘,1899.0,20000,0.97,"运行超快,反应灵敏,轻薄精巧,时尚大气,屏幕超大,流畅度佳,散热超快,网速极佳,运行快速",10354977950
京东超市14英寸高性能酷睿十代i7四核窄边框超薄本轻薄学生设计游戏超极本商务办公手提笔记本电脑 标配 i7-1065G7 8G 512G固态 MX350 2G独显 全高清屏 星空灰,6799.0,2000,0.96,"运行稳定,反应灵敏,时尚大气,轻薄精巧,运行超快,小巧玲珑,方便快捷,倍感舒适,质量上乘,效果惊艳,散热超快",72390190623
华硕a豆 adolbook13 2021迷幻海洋 11代酷睿 13.3英寸高色域金属轻薄笔记本电脑 11代酷睿i5 16G 512G 预装office,5099.0,2000,0.97,"运行稳定,运行超快,轻薄精巧,小巧可爱,反应灵敏,方便快捷,颜值颇高,简单方便,散热超快,办公足够,倍感舒适",10025679850267
拍拍【二手9成新】联想（Thinkpad）X240 12.5英寸 轻薄便携商务办公二手笔记本电脑 ibm 3】X240 i5 8G 240G固态 黑色,1599.0,2000,0.96,"物超所值,物流极速,方便携带,服务一流,物流给力,色彩靓丽,尺寸够大,尺寸适宜",69896959706
联想ThinkPad T14笔记本电脑图形工作站14英寸高端商务设计师系列 定制5VCD i7-1165G7 32G 1T独显,12199.0,2000,0.99,按键灵敏,11317026185
联想ThinkBook 11代酷睿i5/i7高色域游戏 指纹解锁笔记本电脑定制ThinkBook 15-03CD(11代i7 MX450独显 全色域 16G内存 512G高速固态 指纹开机）,6999.0,5000,0.98,"运行稳定,轻薄精巧,十分大气,运行速快,美观大方,散热超快,方便快捷,手感一流,倍感舒适,饱满鲜艳,毫不刺眼",62123533855
【2021款指纹解锁】15.6英寸超薄轻薄本IRU金属笔记本电脑办公商务学生上网课游戏便携超级本手提 十代5205U 8G内存 256G固态 办公商务办公游戏娱乐轻薄...,2899.0,5000,0.99,"运行超快,十分大气,反应灵敏,轻薄精巧,十分流畅,散热超快,简洁大方,方便快捷,简单方便,倍感舒适,网速极佳",63966949353
机械革命Z3/Z2Air 超薄电竞游戏本十代酷睿i7学生商务办公设计师蛟龙手提笔记本电脑15.6英寸 【2021竞技款】i7-10750H|1650 【进阶版】8G|512GPCIE固态,5599.0,20000,0.97,"运行稳定,反应灵敏,十分大气,运行超快,轻薄精巧,十分流畅,时尚大气,方便快捷,散热超快,倍感舒适,手感一流",30192916741
惠普(HP)光影精灵6 游戏笔记本电脑15.6英寸全面屏轻薄办公电竞游戏吃鸡暗影设计【2021推荐】 八核i7-10870H GTX1650Ti 高色域 32G 1T固态【高配】,8799.0,14,1.0,十分大气,10028255754800
惠普（HP）星系列 笔记本电脑 学生轻薄游戏窄边框商务办公惠普笔记本 星15青春i5-1135G7 MX450-2G独显 16G内存 512G高速固态PCI-E硬盘,4999.0,5000,0.98,"运行稳定,反应灵敏,十分大气,运行超快,轻薄精巧,简洁大方,方便快捷,散热超快,倍感舒适,功能齐全,运行安静",41444144989
惠普（hp）旗舰店  蔡徐坤代言 星14进阶版 2021款轻薄超薄商用手提学生女游戏笔记本电脑超极本 初恋粉：【背光键盘版-新11代进阶丨2021款】 限量版...,5499.0,20000,0.97,"轻薄精巧,反应灵敏,方便快捷,时尚大气,颜值颇高,运行超快,散热超快,十分流畅,简单方便,质量上乘,倍感舒适",27914580583
【2020新品】15.6英寸笔记本电脑 轻薄便携学生超薄手提游戏本 办公商务本超级本摩天酷笔记本电脑 赛扬四核高频版 8G内存+128G固态硬盘,1688.0,2000,0.98,"运行超快,十分大气,反应灵敏,流畅度佳,简单方便,方便快捷,轻巧灵便,质量上乘,声音清亮,轻薄精巧,触感一流",10023941090719
联想(Lenovo)拯救者R7000 2021 15.6英寸游戏笔记本电脑(新锐龙 6核 R5-5600H 16G 512G RTX3050 100%sRGB)黑,6299.0,200000,0.95,"十分流畅,十分大气,大气稳重,做工一流,流畅度佳,方便快捷,倍感舒适,运行安静,画质无暇,毫无异味,电脑跑分高",100021965302
戴尔(DELL)旗舰店 成就3400 14英寸新品11代酷睿全高清轻薄学生办公手提便携笔记本电脑 1605 11代i5 16G 512G 锐炬显卡 官方标配,4299.0,5000,0.97,"反应灵敏,十分大气,方便快捷,简单方便,轻薄精巧,运行超快,时尚大气,散热超快,十分流畅,倍感舒适,质量上乘",10024800124750
京品电脑惠普（HP）战99-E0 15.6英寸 工作站 笔记本电脑（i7-10750H 16G 512G SSD Quadro4G独显 高色域 Win10H）,7999.0,5000,0.95,"运行稳定,十分大气,简洁大方,反应灵敏,运行超快,方便快捷,轻薄精巧,倍感舒适,毫不刺眼,质量上乘,散热超快",100009021925
微软 Surface Laptop 3 i5 8G+256G 13.5英寸2.2K高色域触屏 灰钴蓝Alcantara掌托 人脸识别 金属轻薄本,9728.0,10000,0.93,"轻薄精巧,时尚大气,反应灵敏,手感一流,运行超快,颜值颇高,超长续航,方便快捷,全新系统,散热超快,网速极佳",100005595993
京东超市宏碁(Acer)新蜂鸟Fun 14英寸笔记本电脑 学生商务办公窄边框轻薄便携手提本 樱花粉(i5-1135G7-16G-512G),4099.0,1000,0.95,"运行超快,反应灵敏,小巧可爱,轻薄精巧,方便快捷,时尚大气,十分流畅,毫不刺眼,办公足够,音效超棒,画质无暇",10023456636888
京东超市攀升SmartBook S1 2021款 性能版 14.1英寸11代酷睿学生商务办公超轻薄笔记本电脑 i5-1135G7 16G 256G 锐炬显卡,4699.0,1000,0.95,"运行速快,反应灵敏,轻薄精巧,手感一流,运行超快,纯正艳丽,高端大气,流畅度佳,写入迅速",10026254775308
酷睿i7+16G独显MX250 小米岛 15.6英寸 笔记本电脑 全高清屏 学生游戏办公轻薄本 倾美 14英寸 十代四核 J3455  银色 8G内存+256G固态硬盘,1699.0,500,0.94,"运行超快,反应灵敏,颜值颇高,十分流畅,十分大气,办公足够,触感一流,网速极佳",10028934049381
京东超市机械师F117毒药 2021款144Hz全面屏游戏本11代i7八核RTX3050独显笔记本电脑学生 11代i7/16G/512G PCIE固态,7099.0,100,0.99,"精致美观,外型酷炫,流畅度佳,反应灵敏,运行超快,办公佳品,倍感舒适,效果惊艳,办公足够,设计超赞",10030497357466
机械革命（MECHREVO）Z3 Air 11代八核 15.6英寸轻薄游戏笔记本电脑(i7-11800H 16G 512G RTX3050 100%sRGB),6299.0,20000,0.93,"运行速快,小巧玲珑,运行超快,轻薄精巧,时尚大气",100011431721
小米笔记本Pro 15 英特尔Evo平台 全面屏（i5-11300H 16G 512G PCIe 锐炬Xe 3.5K E4 OLED超视网膜屏）,6499.0,20000,0.92,"流畅度佳,时尚大气,做工一流,通透清晰,十分流畅,质量上乘,效果惊艳,方便快捷,运行安静,反应灵敏,网速极佳",100019883486
微软 Surface Laptop 3 i5 8G+128G 13.5英寸2.2K高色域触屏 亮铂金 Alcantara掌托 人脸识别 金属轻薄本,7888.0,10000,0.93,"轻薄精巧,方便快捷,运行快速,十分大气,运行超快,时尚大气,质量上乘,轻便好用,倍感舒适,及其省电,办公足够",100009972496
得峰性能本 新款15.6英寸微边框键盘 全尺寸键盘 超轻簿本游戏本 学生网上课堂电脑 办公笔记本电脑 全尺寸键盘Intel-2021款-12G内存 SSD512G固态高速硬盘,2169.0,20000,0.96,"运行速快,反应灵敏,运行超快,十分大气,轻薄精巧,简洁大方,方便快捷,使用顺手,散热超快,倍感舒适,质量上乘",68933420998
15.6英寸 超轻薄本 笔记本电脑轻薄超级本 学生网上课堂电脑 远程办公电脑 YEPO笔记本电脑四核 12G内存 512G固态+云系统+背光键盘,1999.0,20000,0.97,"反应灵敏,运行超快,十分大气,轻薄精巧,十分流畅,方便快捷,办公足够,轻薄易携,网速极佳,简单方便,散热超快",27529874681
联想(Lenovo)拯救者y9000x 15.6英寸高性能标压轻薄游戏笔记本电脑 标配i7-9750H/16G/ 1T固态UHD4K 高清屏,6899.0,2000,0.97,"运行超快,十分大气,反应灵敏,运行良好,美观大方,流畅度佳,轻薄精巧",69628189555
京东超市联想（Lenovo）YOGA 14s 2021款 14英寸全面屏超轻薄笔记本电脑 i5-11300H 16G 512G MX450 2.8K 90Hz高分高刷高色域屏,6846.0,5000,0.94,"轻薄精巧,运行快速,简单方便,运行超快,十分大气,方便快捷,轻薄时尚",10031059580238
惠普（HP）战99-K4 15.6英寸 工作站 设计本 笔记本电脑i7-10750H/32G/1T SSD/T2000/UHD/Win10H/3年保修,12999.0,5000,0.95,"十分大气,运行速快,十分流畅,轻薄精巧,做工一流,灵活敏捷,方便快捷,毫不刺眼,效果惊艳,散热超快,反应灵敏",100015951192
联想ThinkPad E15 2021款十一代酷睿i5商务办公手提便携笔记本电脑 标配i5-1135G7 16G内存 512G固态 1SCD 人脸识别 100%sRGB,5199.0,2000,0.99,"运行稳定,反应灵敏,运行超快,十分大气,简洁大方,轻薄精巧,散热超快,方便快捷,质量上乘,超长续航,倍感舒适",10027524933421
华为笔记本MateBook D 14 15 全面屏超轻薄商务学生游戏笔记本电脑超极本 D14银｜21款R7 16G 512G【6期免息,7099.0,10000,0.97,"反应灵敏,轻薄精巧,运行超快,十分大气,方便快捷,散热超快,功能强大,尺寸合适,流畅度佳,按键灵敏,倍感舒适",68695474564
戴尔（DELL）灵越燃5000成就3400/3401轻薄本14英寸网课办公学生手提商用笔记本电脑 i3-1115G4 8GB 512G固态高配定制 【11代酷睿】高性能核显 全高清屏,3699.0,20000,0.97,"反应灵敏,方便快捷,轻薄精巧,简洁大方,运行超快,十分流畅,颜值颇高,简单方便,质量上乘,网速极佳,散热超快",43786539980
苹果（Apple）2020款MacBook Air 13.3英寸超轻薄商务办公笔记本电脑m1免息分期 【2020款】MacBook Air【星空银】 【标准版】八核M1/8G/256G/7核图形处理,7448.0,1000,0.98,"简约时尚,轻薄精巧,运行快速,运行超快,十分大气,轻便好用,办公足够,效果极佳",66555294999
ROG 枪神4 Plus 10代英特尔酷睿 17.3英寸 液金散热 300Hz 游戏笔记本电脑 i7-10875H 2070S 16G 1T 300Hz 3ms 72%,12999.0,1000,0.99,"霸气侧漏,反应灵敏,流畅度佳,十分大气,手感一流,运行超快,做工一流,倍感舒适,功能完好,质量上乘,网速极佳",69691940632
toposh笔记本电脑11.6英寸手写触屏平板 全新二合一掌上轻薄便携商务办公学生迷你折叠家用电脑 【加触控笔】四核智能处理器/8G内存512G固态,2798.0,10000,0.96,"运行快速,操作顺畅,方便快捷,清晰亮丽,质感一流,做工一流,流畅度佳,操作方便",10024377779096
京品电脑华硕（ASUS）VivoBook15 2021新款 第11代英特尔酷睿 15.6英寸轻薄笔记本电脑  灰色 独显版 i5-1135G7 8G 512G固态 IPS屏,4299.0,50000,0.97,"运行速快,运行超快,反应灵敏,轻薄精巧,十分大气,简洁大方,方便快捷,倍感舒适,散热超快,简单方便,质量上乘",28206239565
联想(Lenovo)小新Pro16 2021新款锐龙版16英寸2.5K超清屏轻薄游戏笔记本电脑 R7-5800H 16G 512G 核显 标配 低蓝光护眼屏100%sRGB高色域,6499.0,1000,0.96,"轻重适宜,清晰流畅,轻薄精巧,运行超快",10029764289319
联想笔记本 扬天威6-14 2021 锐龙六核R5 高性能轻薄笔记本电脑 手提学生网课商务办公游戏本 旗舰标配丨锐龙R5 8G内存 512G固态 指纹识别 背光键盘,3999.0,5000,0.99,"运行稳定,反应灵敏,运行超快,十分大气,轻薄精巧,方便快捷,时尚大气,散热超快,质量上乘,操作方便,倍感舒适",10022319995209
机械革命(MECHREVO)F1 2.8K 90Hz高刷高亮屏(英特尔酷睿i7-11370H 32G 1T SSD Wifi6 高色域）轻薄笔记本电脑,6899.0,2000,0.89,"运行稳定,轻薄精巧,轻薄易携,手感一流,倍感舒适,手感十足,运行安静,十分流畅,运行快速",100017751512
微星(msi)冲锋坦克2 GL65 15.6英寸游戏笔记本电脑(八核十代i7-10870H 16G 512G SSD RTX2060 144Hz 高色域),7099.0,10000,0.95,"游戏性能强,十分大气,十分酷炫,运行稳定,运行超快,超长续航,功能强大,运行安静,高端大气",100009166465
笔记本电脑 女超薄本办公本 得峰 网课笔记本电脑 IntelJ4125-2021款背光键盘12G内存 SSD256G固态硬盘+高档蓝牙耳机套餐,2179.0,2000,0.98,"运行稳定,反应灵敏,运行超快,十分大气,超长续航,做工一流,颜值颇高,方便快捷,散热超快,倍感舒适,简单方便",51679228017
小米笔记本RedmiBook Pro 14英寸 2021旗舰11代酷睿全金属轻薄游戏本办公笔记本电脑 11代酷睿i5/16G/512G/锐炬Xe显卡,4669.0,500,0.98,"轻薄精巧,运行超快,轻薄易携",71718055700
dynabook（东芝）CS40笔记本电2021款14英寸全面屏轻薄本家用商务办公电脑上网本 8G 512固态,3299.0,58,1.0,"时尚大气,手感一流,简洁大方,手感舒适",10026359762565
神舟(HASEE)战神K670T-G4A2 英特尔奔腾G6400 MX350 2G 15.6英寸游戏笔记本电脑(8G 512G SSD IPS),3599.0,5000,0.92,"流畅度佳,游戏性能强,十分大气,美观大方,柔软顺滑,网速极佳",100008171239
联想小新AIR14 锐龙版R5六核 2021新款 高色域手提学生轻薄本办公商务超薄笔记本电脑游戏本 2021标配丨R3-4300U 8G 256G固态,3899.0,50000,0.94,"反应灵敏,轻薄精巧,十分大气,小巧可爱,运行超快,散热超快,十分流畅,方便快捷,读取快捷,手感一流,毫不刺眼",47878949721
戴尔（DELL）Latitude 智锐3520 15.6英寸笔记本电脑 轻薄商务办公学生家用手提电脑 定制丨 6305U丨8G丨1T+128G固态,3199.0,2000,0.97,"反应灵敏,十分大气,简洁大方,轻薄精巧,运行超快,散热超快,倍感舒适,方便快捷,效果惊艳,办公足够,网速极佳",49828745594
京东超市联想ThinkBook 14s锐龙版 2021款 14英寸超轻薄笔记本100%sRGB高色域 R7-4800U 16G 512G 高屏占比 薄至14.9mm,4999.0,2000,0.93,"轻薄精巧,方便快捷,散热超快,反应灵敏,十分大气,运行超快,时尚大气,运行安静,流畅度佳,倍感舒适,功能齐全",10023791111846
小米RedmiBook Pro 14增强版旗舰新品全金属超轻薄游戏本办公学生红米笔记本电脑 【Pro14增强版】i5-11300H锐炬Xe显卡 16G内存512G PCIe固态2.5K超视网膜屏,4699.0,10000,0.98,"十分流畅,小巧玲珑,质量上乘,轻薄精巧,运行超快,纯正艳丽,方便快捷,倍感舒适,毫不刺眼,手感舒适,节能降耗",71581619822
京东超市2021八核旗舰锐龙超轻薄本笔记本电脑 15.6英寸全面屏学生游戏设计师办公手提电脑 八核旗舰标配R7-4800U 8G 512G固态 Radeon显卡 防眩光全高清屏 长续航 ...,5299.0,2000,0.97,"运行超快,简洁大方,运行快速,尺寸合适,时尚大气,质量上乘,方便快捷,倍感舒适,办公足够,背光酷炫,节能降耗",10022759086126
15.6英寸 超薄笔记本电脑 轻薄本 超极本 学生网课手提商务办公高速四核格莱富电脑笔记本分期免息 玫瑰红 套餐三 【8G内存+128G高速固态】,1518.0,5000,0.95,"运行超快,反应灵敏,轻薄精巧,颜值颇高,简单方便,美观大方,十分流畅,毫不刺眼,办公足够,散热超快,网速极佳",42434354885
联想ThinkBook 14 2021款 14英寸轻薄笔记本电脑 【07CD】 11代酷睿i5-1135G7 独显 16G 512G 100%sRGB 高色域 标配,5899.0,1000,0.97,"十分大气,轻薄精巧,运行超快,方便快捷,精致美观,散热超快,运行快速,手感一流,超长待机,读写迅速",11046277121
宏碁（acer） 墨舞EX215 15.6英寸轻薄商务办公宏基笔记本电脑 四核N4120/8G/128GB固态+1T机械 全高清屏 WiFi 蓝牙,2799.0,2000,0.98,"运行超快,时尚大气,十分流畅,毫不刺眼,流畅度佳,清晰流畅,运行速快",10950969530
华硕（ASUS）Redolbook14笔记本电脑14英寸11代酷睿i3轻薄商务办公学生网课手提电脑 冰钻银i3-1115G4/8G/256G固态/核显,3699.0,20000,0.97,"运行超快,反应灵敏,轻薄精巧,时尚大气,散热超快,十分大气,毫不刺眼,办公足够,十分流畅,运行安静,智能便捷",48481941273
联想ThinkPad E15 2021款  IBM轻薄商务办公游戏笔记本电脑 1TCD丨i7-1165G7 16GB 1TB定制 Win10 FHD高清 Office,7299.0,1000,0.98,"运行速快,轻薄精巧,运行超快,十分大气,美观大方,散热超快,够大够清晰,运行安静,毫不刺眼,简单方便,倍感舒适",63837492993
拍拍【二手95新】Apple MacBook Air 二手苹果笔记本电脑超轻薄便携商务本13.3英寸 i5-8G/128G-13寸-D32【2017】,3299.0,5000,0.98,"物超所值,服务一流,物流极速,色彩靓丽",10022886428491
【虚空神机上市】机械革命蛟龙7X新品三星满血RTX3070 17.3英寸游戏电竞手提笔记本电脑 机械键盘16G|512GPCIE 支持独显直连    R9-5900HX  2K 165Hz电竞屏,12599.0,500,0.97,"十分大气,流畅度佳,十分酷炫,稳定性佳,手感一流,纯正艳丽,外观酷炫,倍感舒适,加载很快,按键舒服,画质无暇",10029366055203
京东超市笔记本电脑迷你 掌上电脑7英寸2k 4G插卡移动办公 全新十代高性能触控屏超轻薄本 【电竞绝版】明星同款7.0英寸  PD协议  16G 512GPCIE（4G）i5 10210Y,6999.0,44,1.0,"小巧玲珑,十分流畅,十分酷炫,十分结实",10025212745784
"惠普（HP）光影精灵6/7pro电竞版 AMD新锐龙7nm 暗夜暗影电竞吃鸡游戏笔记本电脑旗舰店 六核芯/R5-4600H/GTX1650-4G 8G/512G PCIE【电竞版】 15.6""",5299.0,5000,0.98,"十分流畅,十分酷炫,反应灵敏,运行超快,十分大气,简洁大方,倍感舒适,外观酷炫,质量上乘,毫不刺眼,效果惊艳",71201615254
【16G大内存+2G独显】海鲅（HIPAA）笔记本电脑高性能游戏本 15.6英寸轻薄便携学生商务办公 4405  8G内存  256G固态硬盘,3099.0,500,0.98,"运行超快,时尚大气,十分大气,色彩出众,清晰流畅,散热超快",10023900388456
京品电脑宏碁(Acer)新蜂鸟Fun 14英寸轻薄本 学生商务办公笔记本电脑(11代英特尔酷睿i7-1165G7 16G 512GSSD wifi6)银,4599.0,20000,0.96,"运行稳定,轻薄精巧,运行超快,十分大气,方便快捷,简洁大方,散热超快,倍感舒适,简单方便,效果惊艳,运行安静",100015519182
华硕（asus）飞行堡垒9丨飞行堡垒8窄边框15.6英寸电竞屏游戏本十一代新品酷睿标压笔记本电脑 i5-11400h丨rtx3050-4g独显 套餐三：16g内存丨512g pci-e固态硬...,6299.0,2000,0.99,"十分酷炫,稳定性佳,十分大气,流畅度佳,按键舒服,外观酷炫,做工一流,散热超快",10020133491998
联想ThinkPad X系列 13.3英寸高色域轻薄商务笔记本电脑自营同款 ThinkPad X395 R5 8G 512G固态@0TCD定制,4199.0,2000,0.97,"轻薄精巧,小巧易携,运行快速,手感一流,饱和度高,散热超快",11968246571
新品小米RedmiBook Air 13.3英寸十代酷睿2.5K屏100%sRGB轻薄全金属办公学习 【1.05Kg超轻薄】十代i5-16G内存 512G高速固态2.5K屏-荣耀灰,4999.0,10000,0.98,"小巧易携,轻薄精巧,十分大气,功能齐全,轻重适宜,质量上乘,毫不刺眼,操作简单,运行超快,方便快捷,运行快速",67560576397
京东超市华硕a豆 adolbook14s 2021新款14英寸窄边框高颜值轻薄本笔记本电脑 预装OFFICE i5-1135G7 16G 512G 幻彩白,4489.0,500,0.97,"小巧可爱,十分大气,做工一流,十分流畅,运行超快,手感一流,方便快捷,观影效果佳,运行快速",10027562394752
京东超市华硕a豆 adolbook14s 2021新款14英寸窄边框高颜值轻薄本笔记本电脑 预装OFFICE i5-1135G7 16G 512G 千禧粉,4489.0,500,0.97,"反应灵敏,方便快捷,颜值颇高,轻薄精巧,时尚大气,运行超快,十分流畅,质量上乘,运行安静",10027562394753
荣耀笔记本MagicBook X14  X15 14/15.6英寸学生商务办公轻薄本笔记本电脑 X14 i3-10110u 8G内存256G固态,3399.0,10000,0.98,"简约时尚,倍感舒适,运行超快,简单方便,低调奢华,运行安静,办公足够,颜值颇高",10023572791665
京品电脑联想ThinkPad 翼14 Slim（22CD）英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-10210U 16G 512GSSD 2G独显)银,5399.0,100000,0.93,"运行速快,运行超快,十分大气,时尚大气,轻薄精巧,方便快捷,质量上乘,散热超快,使用顺手,倍感舒适,结实耐用",100013263268
联想新品 Ideapad14S 2021 英特尔酷睿i3 超轻薄笔记本电脑 商务办公学生网课游戏本 傲腾版：I3-10110U 8GB 512G固态,3599.0,2000,0.94,"运行稳定,十分大气,稳定性佳,时尚大气,轻薄精巧,散热超快,运行安静,方便快捷,毫不刺眼,质量上乘,超长续航",72478126557
联想拯救者Y7000P竞技版游戏笔记本电脑15.6英寸电竞屏骨灰级光追显卡酷睿i7-10875H八核 16G 512G 光追6G独显 标配 钛晶灰,8499.0,20000,0.97,"运行稳定,反应灵敏,十分大气,运行超快,十分酷炫,简洁大方,方便快捷,散热超快,质量上乘,倍感舒适,功能强大",47538112005
京东超市华硕(ASUS) 灵耀13 英特尔酷睿 13.3英寸轻薄笔记本电脑 100%sRGB 人脸识别 i7-1065G7 16G 1TB SSD 山川黛,6389.0,2000,0.94,"轻薄精巧,小巧可爱,运行超快,十分大气,方便快捷,十分流畅,超长续航,质量上乘,手感舒适,倍感舒适,节省空间",72262183023
京东超市攀升SmartBook S1 2021款 性能版 14.1英寸11代酷睿学生商务办公超轻薄笔记本电脑 i5-1135G7 16G 512G 锐炬显卡,4999.0,1000,0.95,"运行速快,轻薄精巧,反应灵敏,小巧玲珑,做工一流,十分流畅,办公足够,使用顺手,质量上乘,倍感舒适,方便快捷",10025039216422
惠普（HP）LapTops 15旗舰超轻薄笔记本电脑 2021款 15.6英寸大屏高性能独显办公手提 旗舰版：i5-1135G7 16G 512G固态 MX450 2G独显,5459.0,10000,0.93,"流畅度佳,十分流畅,网速极佳",10025682568605
联想小新Air14锐龙版 14英寸全面屏超轻薄笔记本电脑 高性能办公手提电脑 RYE-Zen2全新7纳米锐龙 512G固态 定制 FHD全高清屏 背光键盘 金属灰,4199.0,50000,0.94,"运行超快,轻薄精巧,质量上乘,运行快速,简单大方,倍感舒适,轻薄易携",63793036720
小米笔记本Pro 15 OLED 2021新品3.5K高清全金属超轻薄学生游戏设计办公手提笔记本电脑 11代标压H35 i5 MX450 2G独显 银色 16G内存 512G固态 3.5K镜面全面屏,6999.0,5000,0.98,"手感一流,倍感舒适,精致美观,流畅度佳,操作方便",67672773659
联想ThinkPad X1 Carbon 2020款 14英寸碳纤维超轻薄商务办公手提笔记本电脑 36CD】i5-10210u 8G 512G WiFi6 雷电3 指纹 背光 Win10,7799.0,200,0.98,,10029265905555
【新品十一代处理器】15.6英寸四核酷睿轻薄本笔记本电脑商务办公学生上网课便携本超薄游戏本超极本手提 酷睿6157U+ 16G内存/256G固态 金属外壳 微边...,3299.0,1000,0.99,"十分大气,反应灵敏,做工一流,运行超快,屏幕超大",53073104158
京东超市壹号本3s笔记本电脑迷你掌上电脑8.4英寸 2k屏 移动办公轻薄游戏本折叠翻转触控屏平板电脑二合一 双模【商旅办公】  8.4英寸360°翻转 M3-8100Y 8G 256GPCIE...,4999.0,200,0.98,"小巧可爱,尺寸合适,方便快捷,反应灵敏,时尚大气,倍感舒适,质量上乘,办公足够,操作简单,运行超快,网速极佳",10025212700354
京东超市机械革命(MECHREVO)Z3 Air十代酷睿i5游戏本GTX16系列甜品显卡超轻薄商务学生设计本 Z3Air i5-10500H+GTX1650Ti 512G SSD 15.6英寸 磨砂灰,5299.0,99,0.94,"办公佳品,方便快捷,简洁大方,流畅度佳",10026224578068
联想笔记本ThinkBook 13s（0CCD）13.3英寸 2G独显轻薄商务办公学生游戏笔记本电脑 升级：i5 16G内存 512G固态+32G傲腾 2G独显 100%sRGB高色域,5399.0,1000,0.98,"时尚大气,办公足够,轻薄精巧,运行超快,十分大气,方便快捷,反应灵敏,启动快速,简单方便",62591299897
联想ThinkPad E14/15 2021款 酷睿i5/i7商务办公学生手提游戏轻薄笔记本电脑定制 E14 i3 8G内存 512G固态 39CD,4999.0,5000,0.96,"颜值颇高,运行超快",69882340351
京东超市壹号本笔记本电脑迷你 掌上电脑8.4英寸 2k屏 移动办公轻薄游戏本折叠翻转触控屏平板电脑二合一   8G 256GPCIE碳墨黑(可扩内存) IPS触控屏 8.4英寸360°翻...,4999.0,21,1.0,"小巧玲珑,做工一流,功能齐全,方便快捷",10027195651815
"惠普（HP）星系列青春版 星14/15超极轻薄本 便携商务办公学生游戏手提笔记本电脑 旗舰店自营 【新】i5-1135G7丨14.0""丨锐炬XE强芯 高配版丨8G/512G SSD",4299.0,2000,0.96,"反应灵敏,方便快捷,运行超快,轻薄精巧,高端大气,小巧易携,散热超快,启动快速,质量上乘,运行安静,声音清亮",25548534477
京东超市长城(Great Wall) 长城UF系列 14英寸国产飞腾四核CPU办公家用笔记本电脑麒麟系统 飞腾 FT-2000/4 8G 256G 1G独显,8799.0,38,1.0,,10022882437852
"惠普（HP）光影精灵6/7pro电竞版 AMD新锐龙7nm 暗夜暗影电竞吃鸡游戏笔记本电脑旗舰店 八核芯/R7-4800H/GTX1650Ti-4G 8G/512G PCIE【电竞版】 15.6""",5799.0,5000,0.98,"流畅度佳,外型酷炫,运行超快,炫酷十足,倍感舒适,高端大气,效果惊艳,外观酷炫,背光酷炫,方便快捷,网速极佳",71201615257
